,url,price,beds,sqft,parking,baths,descript,adress,lat,lon,date,cats are OK - purrr,dogs are OK - wooof,air conditioning,furnished,w/d in unit,laundry on site,no laundry on site,no parking,off-street parking,detached garage,dpsf
7511500761,https://chicago.craigslist.org/chc/apa/d/chicago-wicker-park-rehab-2br-in-unit/7511500761.html,1700,2,700.0,off-street,1,"Sunny rehab two bedroom in a perfect location in Wicker Park. Just two blocks to the Blue Line at Division. Walk to everything there is to see and do in Wicker Park, Bucktown, Ukrainian Village. IN-UNIT LAUNDRY! Central heat and air, hardwood floors, high ceilings, new windows, dishwasher. Laundry and storage downstairs. Bedrooms fit queen beds and have good closets. Private peaceful deck. Kitchen can fit nice size dining table and gets great light. Parking available. Pets Ok. September occupancy. $1700. 312-409-3222. ",Paulina near Division,41.901894,-87.670212,2022-07-21 08:27,1,1,1,0,1,0,0,0,1,0,2.428571428571429
7511430883,https://chicago.craigslist.org/chc/apa/d/chicago-authentic-chicago-spruced-up/7511430883.html,2000,3,1300.0,,1,"Spacious, beautiful 1300 sq ft apartment on 1st floor in owner-occupied 2-unit building. This extra-wide building lets you breathe, with large living and dining rooms and 3 rooms that each fit a queen bed. The master BR (currently used as an office) would even fit a king. Front bedroom is perfect for an office or guest room. Vintage charm is intact, with stained-glass picture window, original woodwork, two built-in hutches and refinished claw foot tub. Many recent improvements: floors refinished, new faucets, fresh paint, new lighting fixtures, new shared washer. Kitchen has dishwasher, big fridge, and new gas range. Thick walls keep it quiet inside.   1 block from Western bus, easy walk to Division, Damen and Chicago buses Shared sunny backyard with garden, patio lights, charcoal grill and fire pit 2 garage spots included !! Sun porch, large pantry, and basement storage closet  Own bonus room in basement to use as a gym, art studio or extra storage Onsite laundry Steps from Amish & Healthy Foods, 15-min walk to Mariano’s Included: Water, sewer, trash/ recycling Tenant pays own gas, electricity, cable, Internet No smoking. Cats OK, no dogs please.    Get in touch to schedule a showing! ",2337 W Cortez St near Western & Augusta,41.900332,-87.685536,2022-07-20 22:34,1,0,0,0,0,1,0,0,0,1,1.5384615384615383
7511421556,https://chicago.craigslist.org/chc/apa/d/chicago-wicker-park-2br-2ba/7511421556.html,2490,2,1250.0,,2,"The summary::   - 2 bedrooms   -2 baths -Central AC + Gas Forced-Air Heating -Hardwood Flooring -Dishwasher/Pantry/Large Cherry Cabinets (Kitchen)   security system  -Maytag Washer/ Dryer In Unit -Garage parking available -$2410 June 1st  The  prose: Do you enjoy the culture and entertainment on Division Street? If you lived at 1215 N Damen you wouldn't have to worry about parking/cabs or CTA in order to visit your favorite Division street restaurants and entertainment spots. Steps from Collectivo. You couldn't park any closer than where you'd already be living. Do you work long hours with no time to enjoy Chicago? Living here you could walk out your front door and go for a quick drink and be back home in bed in 20 minutes for a full night's sleep.   Large bright 2 Bedroom/2 Full Baths in Wicker Park Historic District. This 1890's Victorian has been completely rehabbed including extra insulation within original brick as well as double thermopane windows for energy efficiency and sound insulation. Historic tin ceilings in front+dining rooms were re-fabricated and installed to match originals from 1890.  This unit has: 2 full bathrooms with tub/shower in one bathroom and double shower in 2nd bathroom. . A whole wall of closets in the Master BR and  in 2nd BR(see pictures). Garage parking in rear available.  Easy access to all transportation:  #50 Damen + #70 Division Bus Stops merely steps from your door. Damen Blue Line 'L' Stop less than 4 blocks away. Both the Kennedy(90/94) and Eisenhower(290) Expressways less than 10 minutes away. WalkScore: 96/100 BikeScore: 95/100  So whether you walk, drive, bike, use public transit, or fly(Blue Line connects directly to O'hare) you have your choice!    $2,410 plus utilities. Available  June 1st. No pets. - (3124469167 ",1215 N DAMEN #1 near DIVISION,41.903738,-87.677143,2022-07-20 21:47,0,0,0,0,1,0,0,0,0,1,1.992
7511406425,https://chicago.craigslist.org/chc/apa/d/chicago-amenity-heavy-building-studio/7511406425.html,2037,0,,,1,"PROPERTY INFO ID: 85521510Rent: $2,037 / MonthBeds: 0Bath: 1Pet: Pet Friendly  On the outskirts of River North, lays River West, an up-and-coming neighborhood perfectly matched for these on-trend luxury apartments. Onsite creature comforts include guest suites, 24-hour concierge, dry-cleaning services and a hospitality bar that will make  you feel right at home. If that’s not enough, enjoy the fully loaded fitness center with a bouldering wall, huge lounge area with flat screen tv’s and a pool table. You even have an interactive gaming room and virtual cycling studio! Transportation from here is easy, with instant access to the Loop and all of Chicago via the CTA Blue Line one block away. Various bus routes along Milwaukee/Chicago Ave and I-90/94 are perfect for commuters. The city’s first curbside bike lanes, dubbed “Hipster Highway”, make it even easier to get to local cafes, restaurants, pizza joints and bars.   When you enter your apartment, you will instantly notice the high floor-to-ceiling windows that span across the hardwood floors, providing natural lighting with open-air floorplans. Each unit comes with stainless steel appliances, large closets, quartz countertops, and a washer and dryer.  A spacious dog run and washing stations are provided for your furry loved ones (cats and dogs are both welcome!). Covered garage parking is available on-site at an additional charge.   FEATURESBalcony-NoneCentral Air-YesDishwasher-AllDogs-No Weight LimitFlooring-Hardwood OnlyLaundry- W/D In UnitLuxury PropertyNew PropertyPool-OutdoorSecurity-24 Hour DoormanSmoking-NoStove-Gas  Shannon Grzywacz 616-915-1754 Hotspot Rentals    Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square     ",,41.9008,-87.6528,2022-07-20 20:41,1,1,0,0,1,0,0,0,0,0,
7511403587,https://chicago.craigslist.org/chc/apa/d/chicago-outstanding-pet-friendly-wicker/7511403587.html,1250,1,700.0,street,1,"I have TWO spectacular 1BR apartments to choose from at the same location that are coming available for September 1st.  These are perfect for couples looking for a place to call home while saving up a down payment for a place of their own or someone ready to solo after having done the roommate thing.   BOTH apartments have an extra room for a home office or den.  The unit designations are 2R (Middle floor at back of main building) and 1R (first floor at back of the main building directly across from the laundry room).  As you will see from the photos all units have hard wood floors throughout, new stainless-steel appliances, built in microwaves and 2R even comes with a granite countertop and undermount sink.     All two apartments get PLENTY of sunlight to fill your living room that easily fits a full-sized sofa, coffee table, lounge chair and entertainment center plus the units are prewired for cable so you can just connect the flat screen and relax.   Also, it’s important to note that both units have modern central AC and energy efficient furnaces controlled by Nest thermostats to help keep you comfortable and utility costs low.  Another option to cool off post Covid will be visiting the neighborhood pool, which is less than one block away at Pulaski Park (see last photo)  The property has a very nice laundry room on-site with 2 washers and 2 dryers.  No parking on the property but street parking on Greenview is better than most neighborhoods.    In addition, the location cannot be beat with less that 2min walk to grocery stores, restaurants, bars, the Division Street blue line L stop (inside so warm during the winter) and bus transfer hub at Polish Triangle plus you are very close to the Milwaukee Ave “Hipster Highway” for cyclists.    The monthly rents are as follows:  2R ($1,400) and 1R ($1,250).  From a utility perspective water is included; you pay your own gas and electricity.  No large security deposit needed but a $450 move-in fee required. Cats Ok, Dogs require a quick discussion.  Important to also note that at least 1 of the units will be available for early move-in. ",greenview near Potomac,41.905375,-87.664998,2022-07-20 20:30,1,1,1,0,0,1,0,1,0,0,1.7857142857142856
7511378320,https://chicago.craigslist.org/chc/apa/d/chicago-parking-included-blocks-from/7511378320.html,1300,2,,"<div class=""cl-component share-button""><div class=""container""><a href=""https://chicago.craigslist.org/chc/apa/d/chicago-",1,"Greetings!2 bedroom/1 bath/1 office apartment for rent in beautiful Logan Square. Hardwood floors throughout. Parking space included.  Pets ok. Located at Kimball/Wrightood. 2 blocks from Blue Line. $1,300 per month. $350 non/refundable move in fee. Call Joe (224) 488–6164. Please do not text or email. Thanks! ",Kimball near Wrightwood,41.928332,-87.712156,2022-07-20 19:05,1,1,0,0,0,1,0,0,1,0,
7511370192,https://chicago.craigslist.org/chc/apa/d/chicago-very-sunny-spacious-c-1bdrm/7511370192.html,1695,1,,street,1,"Sunny  Large 3rd (top) floor one bedroom apartment for rent in a classic 1920s vintage building in Lakeview, near Wrigleyville & Roscoe Village. A large living or formal dining room is perfect for a home office. Want to walk through this unit virtually? Check it out here: https://kuula.co/share/collection/7P0XYfs=1&vr=1&sd=1&initload=0&thumbs=1&chromeless=1&logo=-1  Apartment Features: * Large living room * King-size bedroom * Large formal dining room, perfect for home office * Hardwood floors * Lots of kitchen cabinets and counter space * Dishwasher * 3 walk-in closets  * Rear deck off Kitchen * Air-conditioned * Heat included  Building Features: *Secured Intercom Entry  *Basement laundry room with four washers and four dryers  *Free storage locker and bike storage  *Easy street parking w/ free sticker for Wrigley field night events *Sorry, no pets, nonsmokers only *Rent includes heat, water, and refuse  Neighborhood Features: This apartment is less than a 4-minute walk to the Paulina Brown Line stop and the Starbucks, restaurants, nightlife, and shopping on Lincoln Ave. We have excellent zoned street parking.  Whole Foods, Trader Joe's, restaurants, and Target are within walking distance.      WALKSCORE 89% - Walker's Paradise  We have been in business since 1968 and do business as Central City Management. We are owner-managed and take pride in our prompt attention to our tenant's needs in this classic 1920s building! We are family-owned and care about our tenants and their apartment homes. You are encouraged to view current and former tenants' ratings on Yelp and Google.  ID:#3510-3 ",Cornelia near Paulina,41.945255,-87.671564,2022-07-20 18:41,0,0,1,0,0,1,0,1,0,0,
7511359710,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-studio-in-lincoln-park/7511359710.html,1750,0,,,1,"Interested in this property?  Click on: Reply to this listing for more information  ** if you are texting us, please include the link to the listing so we can identify what you are inquiring on  Velocity Apartment Group 3122537403 Availability and pricing may change at any time without notice. Ads subject to errors and omissions. Please contact agent for additional questions and information.  Interested in this property? Click REPLY above and email us  ** if you are texting us, please include the link to the listing so we can identify what you are inquiring on  Lease term is -12 to 13 months No short term options! ",,41.9229,-87.6483,2022-07-20 18:11,1,1,0,0,0,1,0,0,0,0,
7511348501,https://chicago.craigslist.org/chc/apa/d/chicago-southport-corridor-greystone/7511348501.html,1850,1,900.0,no,1,"Recent rehab extra large garden unit steps from Southport and the Brown Line! Like new paint, flooring and kitchen with newer cabinets and granite. Huge bedroom can accommodate an office or sitting area in addition to bedroom furniture. Off unit laundry shared with floor 1. Backyard to be upgraded for common use. Owner occupied building. Garage parking available for an additional $150. ",1237 West Newport Ave #G near Newport and Lakewood,41.944532,-87.660073,2022-07-20 17:41,0,0,0,0,0,1,0,1,0,0,2.0555555555555554
7511339777,https://chicago.craigslist.org/chc/apa/d/chicago-for-rent-sept/7511339777.html,1200,2,800.0,street,1,"On a tree line street sits a lovely greystone building  A unique two bedroom apt with an adjoining outdoor porch, off the eat in kitchen. It is a sunny, spacious flat with high ceilings and hardwood floors throughout. Close to all major transportation. Photos available upon request if interested call 7736106165 ",Maplewood near Division,41.9019,-87.6779,2022-07-20 17:18,1,1,0,0,0,1,0,1,0,0,1.5
7511328635,https://chicago.craigslist.org/chc/apa/d/chicago-3257-sheffield-ave-unit-304/7511328635.html,1795,1,,no,1,"PROPERTY INFO ID: 238623259Rent: $1,795 / MonthBeds: 1Bath: 1Available Date: 07/01/2022Pet: Cats AllowedRent Includes:: Water This state-of-the-art one-bedroom apartment has been renovated and remodeled. The apartment has a sleek kitchen with granite countertops, hardwood floors, tall ceilings, and a decorative fireplace. Located in the Lakeview neighborhood. The building conveniently features on-site laundry. This unique building is located one block away from the Red Line and Brown Line CTA train stations. This happening part of the Lakeview neighborhood is full of bars, restaurants, and entertainment. Furthermore, Wrigley Field's fun-filled environment is at your doorstep as are Lake Michigan's running paths, bike paths and Belmont Harbor. Parking is available and there is laundry in the building. This unique building is located one block away from the Red Line and Brown Line CTA train stations. This happening part of the Lakeview neighborhood is full of bars, restaurants and entertainment. Furthermore, Wrigley Field’s fun filled environment is at your doorstep as are Lake Michigan’s running paths, bike paths and Belmont Harbor. Parking is available and there is laundry in the building.  NO SECURITY DEPOSIT! $150.00 Application Fee Per Person $100.00 Move-in Fee Per Bedroom NO DOGS, Cats ok!  Advertised rent prices are subject to change without notice!  Chicago Apartment Place Inc. 773.472.3713     ",3257 North Sheffield Ave near Belmont,41.941061,-87.654368,2022-07-20 16:50,1,0,0,0,0,1,0,1,0,0,
